Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
FRANCE 24 English,-0.151,Thu Apr 26 15:26:03 +0000 2018,0,0.814,0.131,0.054,0,"▶️ Macron in Washington: After ‘bromance’, French leader tackles prickly issues https://t.co/aKYViemjb4 https://t.co/m9yrL2O1hW",@France24_en
FRANCE 24 English,-0.128,Thu Apr 26 15:26:01 +0000 2018,0,0.812,0.128,0.061,0,▶️ Is GDP the best way to measure an economy? https://t.co/9lwnx4gcPa https://t.co/d6eWV4xG87,@France24_en
FRANCE 24 English,-0.119,Thu Apr 26 15:25:59 +0000 2018,1,0.813,0.124,0.063,3,Ford gets record fine in Australia for 'unconscionable' conduct https://t.co/aPePV8Zxa8 https://t.co/yRjt0BlK6H,@France24_en
FRANCE 24 English,-0.122,Thu Apr 26 15:25:01 +0000 2018,1,0.814,0.124,0.062,0,"THE POLITICAL BRIEF - Macron in Washington: After ‘bromance’, French leader tackles prickly issues… https://t.co/gtuEBP1R33",@France24_en
FRANCE 24 English,-0.097,Thu Apr 26 15:24:59 +0000 2018,0,0.809,0.121,0.07,0,PEOPLE &amp; PROFIT - Is GDP the best way to measure an economy? https://t.co/6WCWDNAxnx https://t.co/MqKURFap9Y,@France24_en
FRANCE 24 English,-0.094,Thu Apr 26 15:22:35 +0000 2018,0,0.814,0.118,0.069,5,"RT @F24Debate: In Thursday #F24Debate, the backlash over an open letter published in Le Parisien which draws a direct link between a rise i…",@France24_en
FRANCE 24 English,-0.081,Thu Apr 26 14:53:00 +0000 2018,0,0.814,0.115,0.072,2,Nintendo annual profits soar 36 percent to $1.27bn on Switch sales https://t.co/txYLOE5UJc https://t.co/manLZoNWTV,@France24_en
FRANCE 24 English,-0.086,Thu Apr 26 14:36:28 +0000 2018,1,0.813,0.117,0.07,0,Telefonica sales hit by end of roaming charges https://t.co/EM7FtvhprK https://t.co/r6zrAOev7D,@France24_en
FRANCE 24 English,-0.084,Thu Apr 26 14:31:03 +0000 2018,1,0.818,0.114,0.068,5,England's FA in talks to sell Wembley Stadium to US billionaire https://t.co/6FxjkHmmXE https://t.co/LXBzvDYMCm,@France24_en
FRANCE 24 English,-0.088,Thu Apr 26 14:31:01 +0000 2018,2,0.818,0.115,0.067,8,"Saudi Arabia executes 48 in 2018, half on drug charges https://t.co/0kZgFj93YK https://t.co/euT4r87sCT",@France24_en
FRANCE 24 English,-0.086,Thu Apr 26 14:25:01 +0000 2018,0,0.823,0.112,0.065,14,RT @FrancoisF24: Is France subject to a new form of #antisemitism? Thursday #F24Debate follows the backlash against an open letter that lin…,@France24_en
FRANCE 24 English,-0.084,Thu Apr 26 14:23:31 +0000 2018,2,0.826,0.11,0.064,1,▶️ Trump rolls out red carpet for Macron https://t.co/WKEg4vKfm4 https://t.co/3RJlrKPsiw,@France24_en
FRANCE 24 English,-0.082,Thu Apr 26 14:23:29 +0000 2018,0,0.83,0.107,0.062,0,INSIDE THE AMERICAS - Trump rolls out red carpet for Macron https://t.co/5Hbf0Xw6CA https://t.co/EDL05jTYd3,@France24_en
FRANCE 24 English,-0.068,Thu Apr 26 14:02:59 +0000 2018,0,0.826,0.105,0.069,0,Shell says profit jumps on high energy prices https://t.co/8zLOnVuPlu https://t.co/EGwd7IActp,@France24_en
FRANCE 24 English,-0.066,Thu Apr 26 13:51:30 +0000 2018,2,0.829,0.103,0.068,1,▶️ Daniela Vega blazes a trail for transgender rights https://t.co/f2b22AJxUr https://t.co/8phqqQuZVP,@France24_en
FRANCE 24 English,-0.081,Thu Apr 26 13:51:29 +0000 2018,0,0.824,0.11,0.066,2,▶️ Goma families terrorised by wave of child abductions https://t.co/a6lJVZ3vIM https://t.co/YyO1f8CYXn,@France24_en
FRANCE 24 English,-0.08,Thu Apr 26 13:36:00 +0000 2018,1,0.827,0.108,0.065,0,ENCORE! - Daniela Vega blazes a trail for transgender rights https://t.co/jQPLack0ss https://t.co/2vyHzkiglu,@France24_en
FRANCE 24 English,-0.094,Thu Apr 26 13:35:59 +0000 2018,1,0.822,0.114,0.064,1,FOCUS - Goma families terrorised by wave of child abductions https://t.co/JG8yc58eNU https://t.co/tJGMSamtGo,@France24_en
FRANCE 24 English,-0.104,Thu Apr 26 13:31:00 +0000 2018,2,0.818,0.119,0.063,1,Lufthansa cuts Q1 losses as it digests Air Berlin https://t.co/d2NwVEqWqx https://t.co/ZNtm8DPf3l,@France24_en
FRANCE 24 English,-0.114,Thu Apr 26 12:56:29 +0000 2018,0,0.817,0.122,0.061,3,13 children dead after train hits school bus in India https://t.co/3id6scsxgX https://t.co/5xHJLeD04Y,@France24_en
FRANCE 24 English,-0.104,Thu Apr 26 12:49:30 +0000 2018,3,0.816,0.12,0.064,1,FRENCH CONNECTIONS - May in France: Lucky flowers and building bridges https://t.co/0OSozJIkko https://t.co/3Y7XYWnlpc,@France24_en
FRANCE 24 English,-0.094,Thu Apr 26 12:47:59 +0000 2018,2,0.816,0.118,0.067,1,▶️ May in France: Lucky flowers and building bridges https://t.co/NQg44QClCf https://t.co/vZ8pZnCwb7,@France24_en
FRANCE 24 English,-0.093,Thu Apr 26 12:39:27 +0000 2018,1,0.819,0.116,0.066,3,'Eradicate the tumours': Chinese civilians drive Xinjiang crackdown https://t.co/fyOvga2bQo https://t.co/W46f781c0e,@France24_en
FRANCE 24 English,-0.091,Thu Apr 26 12:23:00 +0000 2018,3,0.822,0.114,0.064,1,"Trump picks South Korea envoy, filling months-long vacancy https://t.co/5Je0XWxnfW https://t.co/IiF4zSCRlU",@France24_en
FRANCE 24 English,-0.087,Thu Apr 26 12:07:00 +0000 2018,0,0.822,0.112,0.066,0,Brazil's Anitta: careful strategy behind singer's rags-to-riches tale https://t.co/1caWLoaGBK https://t.co/jwnYDH3POK,@France24_en
FRANCE 24 English,-0.079,Thu Apr 26 11:51:01 +0000 2018,1,0.822,0.11,0.068,0,Arthur eager for Pakistan to resume full home cricket schedule https://t.co/t1bpnz1nON https://t.co/I3aEpnCJD5,@France24_en
FRANCE 24 English,-0.078,Thu Apr 26 11:33:58 +0000 2018,3,0.825,0.108,0.067,1,"'A Quiet Place,' 'Star Trek' sequels annouced https://t.co/j4ymvciPk5 https://t.co/Lix4oR1BUs",@France24_en
FRANCE 24 English,-0.077,Thu Apr 26 11:17:00 +0000 2018,3,0.828,0.106,0.066,2,Mexican rapper confesses to dissolving film students' bodies in acid https://t.co/QYT8t6Kvgl https://t.co/yP7D2VRnM9,@France24_en
FRANCE 24 English,-0.075,Thu Apr 26 11:00:01 +0000 2018,1,0.831,0.104,0.065,5,"After Cape Town, Ivory Coast city feels the thirst https://t.co/pGxdg8Agq3 https://t.co/be3S6gLlzf",@France24_en
FRANCE 24 English,-0.074,Thu Apr 26 10:43:29 +0000 2018,1,0.834,0.103,0.064,1,"Dollar holds ground as yields rise, Asia equities mostly down https://t.co/Uh2ex9ybI5 https://t.co/svDzCB6r1R",@France24_en
FRANCE 24 English,-0.068,Thu Apr 26 10:26:58 +0000 2018,0,0.833,0.101,0.066,1,Chevron to continue Venezuela operations despite employee arrests https://t.co/8nl9pr7HZR https://t.co/oLZTTwIvGv,@France24_en
FRANCE 24 English,-0.072,Thu Apr 26 09:58:29 +0000 2018,2,0.831,0.102,0.067,1,IN THE PRESS - 'Welcome to your new life (in prison)' Danish paper says to convicted killer Peter Madsen… https://t.co/3xA8ZySIDG,@France24_en
FRANCE 24 English,-0.071,Thu Apr 26 09:53:59 +0000 2018,3,0.833,0.101,0.066,1,The disappearing jobs of yesterday https://t.co/hbpOVQm6SY https://t.co/XzIDCYrQZL,@France24_en
FRANCE 24 English,-0.07,Thu Apr 26 09:37:00 +0000 2018,0,0.836,0.099,0.065,1,Stormy economic horizon may give ECB reason to pause https://t.co/k6QbaEUTzI https://t.co/qJHcZfsfKL,@France24_en
FRANCE 24 English,-0.06,Thu Apr 26 09:05:00 +0000 2018,3,0.835,0.098,0.067,1,▶️ Handshakes and private toilets: How Koreas' summit is planned to (media) perfection https://t.co/fk9LbIxuCQ https://t.co/DyqEouE0Pj,@France24_en
FRANCE 24 English,-0.053,Thu Apr 26 09:03:28 +0000 2018,2,0.835,0.096,0.069,3,Samsung Electronics Q1 net profits up by more than half https://t.co/OiOMLljfAf https://t.co/S4qj7aUPgM,@France24_en
FRANCE 24 English,-0.045,Thu Apr 26 08:48:00 +0000 2018,2,0.834,0.095,0.071,1,Can Macron's pitch to Trump save the Iran deal? https://t.co/u6TjqYWf6u https://t.co/txmBCLiO6q,@France24_en
FRANCE 24 English,-0.044,Thu Apr 26 08:45:05 +0000 2018,1,0.836,0.094,0.07,2,IN THE PRESS - Handshakes and private toilets: How Koreas' summit is planned to (media) perfection… https://t.co/SA2S2EhXIg,@France24_en
FRANCE 24 English,-0.044,Thu Apr 26 08:45:04 +0000 2018,3,0.838,0.092,0.07,3,PERSPECTIVE - Access to books: ‘Libraries are at the very heart of what makes people free’ https://t.co/J5XoF7qyd0 https://t.co/9F2YvkultN,@France24_en
FRANCE 24 English,-0.045,Thu Apr 26 08:45:02 +0000 2018,2,0.839,0.093,0.069,1,EYE ON AFRICA - South African unions strike over proposed minimum wage https://t.co/IQ8kJaKrBu https://t.co/6FJMWEC4AM,@France24_en
FRANCE 24 English,-0.039,Thu Apr 26 08:45:00 +0000 2018,3,0.839,0.091,0.07,1,THE DEBATE - Macron on Capitol Hill: Speech before Congress emphasises 'democratic values' https://t.co/4CM4MTsTvN https://t.co/XcCqIxySlw,@France24_en
FRANCE 24 English,-0.04,Thu Apr 26 08:33:03 +0000 2018,1,0.839,0.092,0.069,0,▶️ South African unions strike over proposed minimum wage https://t.co/JFibjhAXRR https://t.co/8XSeJPWxBG,@France24_en
FRANCE 24 English,-0.04,Thu Apr 26 08:32:59 +0000 2018,2,0.841,0.091,0.068,1,▶️ Access to books: ‘Libraries are at the very heart of what makes people free’ https://t.co/RrX9jJZpNs https://t.co/Hh0XUPZs3O,@France24_en
FRANCE 24 English,-0.035,Thu Apr 26 08:31:29 +0000 2018,0,0.841,0.089,0.07,0,Philippines closes Boracay to tourists under high security https://t.co/FyP7ZU9Unk https://t.co/wpkC5ax3tH,@France24_en
FRANCE 24 English,-0.027,Thu Apr 26 08:17:30 +0000 2018,2,0.838,0.088,0.073,1,"BUSINESS DAILY - Facebook adds users, boosts revenue despite data scandal https://t.co/0wxeESAMdi https://t.co/tjgbcrZBus",@France24_en
FRANCE 24 English,-0.034,Thu Apr 26 07:58:58 +0000 2018,3,0.837,0.091,0.072,8,Escaped bull sparks chaos in Peru shopping mall https://t.co/yxD4PFHh23 https://t.co/r9XLwAv9m1,@France24_en
FRANCE 24 English,-0.04,Thu Apr 26 07:25:59 +0000 2018,1,0.836,0.093,0.071,1,China's Huawei under US probe for Iran sanctions violations: report https://t.co/ILZ9Dn0eRy https://t.co/X7r0zmSjrv,@France24_en
FRANCE 24 English,-0.039,Thu Apr 26 06:53:58 +0000 2018,2,0.838,0.092,0.07,2,US House passes overhaul of US music laws https://t.co/DIT52JQQRU https://t.co/ioHCc5GYcV,@France24_en
FRANCE 24 English,-0.043,Thu Apr 26 06:37:58 +0000 2018,1,0.838,0.093,0.07,1,Ford deepens cost cuts even as earnings rise https://t.co/04LYXYYoI0 https://t.co/g1uyDsGQmp,@France24_en
FRANCE 24 English,-0.042,Thu Apr 26 06:21:00 +0000 2018,2,0.84,0.092,0.069,2,GM to add 700 US jobs to plant building SUVs https://t.co/eZZx4m8JK9 https://t.co/xitdhDkHpz,@France24_en
FRANCE 24 English,-0.035,Thu Apr 26 05:48:57 +0000 2018,1,0.838,0.091,0.071,1,Real in pole position after Asensio winner at Bayern https://t.co/oYoDUxpC1O https://t.co/1M4FRjidlw,@France24_en
FRANCE 24 English,-0.034,Thu Apr 26 05:31:58 +0000 2018,0,0.838,0.09,0.072,3,Turkey hands jail sentences to journalists https://t.co/j7nc4GUqMy https://t.co/XyVVWujOIv,@France24_en
FRANCE 24 English,-0.028,Thu Apr 26 05:22:59 +0000 2018,5,0.838,0.089,0.073,1,▶️ Macron on Capitol Hill: Speech Before Congress Emphasizes 'Democratic Values' https://t.co/7rEq4nTKdz https://t.co/eFOaRYa6CI,@France24_en
FRANCE 24 English,-0.032,Thu Apr 26 05:15:01 +0000 2018,3,0.835,0.091,0.075,7,"Profits up at Facebook, with no impact from privacy scandal https://t.co/Sg5ZRE75vM https://t.co/10BLg0SFOS",@France24_en
FRANCE 24 English,-0.031,Thu Apr 26 05:00:00 +0000 2018,1,0.836,0.09,0.074,5,Leaders of two Koreas to meet at border ahead of summit https://t.co/7t6PfL6GMt https://t.co/Pq8lw2kRxY,@France24_en
FRANCE 24 English,-0.031,Thu Apr 26 04:41:59 +0000 2018,3,0.838,0.089,0.073,2,Ex White House spokesman unveils Melania Trump waxwork https://t.co/lgtP33ItlI https://t.co/pVTV5cKMOu,@France24_en
FRANCE 24 English,-0.035,Thu Apr 26 04:08:58 +0000 2018,3,0.835,0.091,0.074,1,Diego Costa fit to terrorise Arsenal once more - Simeone https://t.co/Vy7UuiSbPI https://t.co/NQOYh4Usmn,@France24_en
FRANCE 24 English,-0.034,Thu Apr 26 03:52:28 +0000 2018,11,0.837,0.09,0.073,6,Sudan unearths bones from pyramid for DNA testing https://t.co/F9v7eAIz0o https://t.co/tN1wginabj,@France24_en
FRANCE 24 English,-0.034,Thu Apr 26 03:21:29 +0000 2018,3,0.839,0.089,0.072,5,Ethics debate overdue in human brain research: experts https://t.co/t4pkHkqwAd https://t.co/Cwta0q760p,@France24_en
FRANCE 24 English,-0.037,Thu Apr 26 03:04:27 +0000 2018,2,0.838,0.09,0.071,1,Ex-UBS trader beats market manipulation charge https://t.co/Z2BNE9dEhp https://t.co/xvzNdLfF87,@France24_en
FRANCE 24 English,-0.042,Thu Apr 26 02:48:28 +0000 2018,4,0.834,0.093,0.073,5,Nobel Literature Prize for 2018 in doubt after crisis https://t.co/rQs1ul3MEg https://t.co/qXKB7I6lSc,@France24_en
FRANCE 24 English,-0.046,Thu Apr 26 02:32:59 +0000 2018,2,0.833,0.095,0.072,5,Recording of NFL owners-players meeting reveals Trump criticism https://t.co/FxOzLO7wUf https://t.co/4gEuVroUCR,@France24_en
FRANCE 24 English,-0.053,Thu Apr 26 02:16:29 +0000 2018,4,0.831,0.098,0.071,4,Nicaragua protest death toll jumps to 34: rights group https://t.co/bhdr1hRajn https://t.co/aCDyRCLY3Z,@France24_en
FRANCE 24 English,-0.048,Thu Apr 26 01:42:59 +0000 2018,2,0.83,0.097,0.073,3,"Macedonia, Greece 'dedicated' to resolving name spat: UN https://t.co/sVLVri8kog https://t.co/mWUSRoatg9",@France24_en
FRANCE 24 English,-0.051,Thu Apr 26 01:27:00 +0000 2018,1,0.83,0.098,0.072,6,Canada van massacre suspect: what is an 'incel'? https://t.co/fhKK5djGsW https://t.co/WNr89afr5z,@France24_en
FRANCE 24 English,-0.05,Thu Apr 26 01:09:59 +0000 2018,3,0.832,0.097,0.071,8,Google ramps up Gmail privacy controls in major update https://t.co/k7mgr4Qr9Y https://t.co/y8vATFVRvs,@France24_en
FRANCE 24 English,-0.05,Thu Apr 26 00:53:28 +0000 2018,2,0.833,0.096,0.071,0,Lebanon 'king-of-selfies' PM launches app in election campaign https://t.co/4gLCv13Kl6 https://t.co/M27qNiZr73,@France24_en
Democracy Now!,0.0,Thu Apr 26 22:20:08 +0000 2018,23,1.0,0.0,0.0,51,Second Palestinian Journalist Dies from Israeli Bullets in Gaza Strip https://t.co/YkYsm2s3NN #AhmedAbuHussein #Gaza https://t.co/6W60fdVt9E,@democracynow
Democracy Now!,0.137,Thu Apr 26 22:05:07 +0000 2018,22,0.811,0.08,0.109,11,Read Amy Goodman's latest column: An Attack on Immigrant Rights and Press Freedom https://t.co/Cbja9baVoJ,@democracynow
Democracy Now!,-0.036,Thu Apr 26 22:05:07 +0000 2018,69,0.832,0.096,0.073,55,"""Oftentimes when women come in in the life-threatening process of losing a pregnancy, if that fetus still has a hea… https://t.co/twrvOJUME9",@democracynow
Democracy Now!,-0.222,Thu Apr 26 20:50:07 +0000 2018,25,0.778,0.167,0.054,18,"Philippines Activist Denied U.S. Entry, Claims Torture in CBP Custody https://t.co/2UbTvitNHT #JeromeAba https://t.co/JC1j6Kz6yU",@democracynow
Democracy Now!,-0.072,Thu Apr 26 19:30:29 +0000 2018,13,0.794,0.134,0.073,10,"""Even though the conventional wisdom in the mainstream media is that the Castro era has ended, Raúl Castro is stepp… https://t.co/DPk3QZafZv",@democracynow
Democracy Now!,-0.022,Thu Apr 26 19:20:11 +0000 2018,137,0.758,0.136,0.106,66,New Alabama Memorial Is Dedicated to Victims of White Supremacy https://t.co/UmgSpMbBI1 https://t.co/9GgKFzd9Qz,@democracynow
Democracy Now!,0.105,Thu Apr 26 19:10:15 +0000 2018,57,0.742,0.117,0.141,47,"""He’s a wonderful young man, never gave any trouble on the street. And he was loved by everyone."" - Eric Vassell on… https://t.co/t5yFeuFuh1",@democracynow
Democracy Now!,0.123,Thu Apr 26 17:50:09 +0000 2018,28,0.734,0.118,0.148,23,U.S. Cancels Protected Status for Nepali Immigrants on Earthquake Anniversary https://t.co/ogh6lO52ge https://t.co/2bHxyrt1Ji,@democracynow
Democracy Now!,0.11,Thu Apr 26 17:20:12 +0000 2018,16,0.764,0.105,0.132,25,"After Fleeing Genocide, Over Half a Million Rohingya Refugees Now Face Monsoon Season in Bangladesh… https://t.co/w0rgA1u9QH",@democracynow
Democracy Now!,0.063,Thu Apr 26 17:16:20 +0000 2018,75,0.775,0.107,0.118,117,"Breaking: The Senate has voted 57-42 to confirm former CIA director Mike Pompeo, a vocal climate change denier with… https://t.co/3Y3T2vDEHq",@democracynow
Democracy Now!,0.008,Thu Apr 26 17:00:37 +0000 2018,96,0.772,0.12,0.108,60,Senior Democrat Caught on Tape Pressuring Progressive Congressional Candidate to Drop Out of Race… https://t.co/zOfc3fh7wD,@democracynow
Democracy Now!,-0.049,Thu Apr 26 16:40:13 +0000 2018,37,0.769,0.133,0.099,51,Travel Ban Blocks U.S. Citizen From Bringing Yemeni Daughter with Cerebral Palsy to U.S. for Care… https://t.co/lhDuMyTpjo,@democracynow
Democracy Now!,-0.014,Thu Apr 26 16:38:33 +0000 2018,9,0.773,0.122,0.104,6,"And, we’re always looking for more volunteers. If you’re interested, sign up here: https://t.co/XT2FWSxabW",@democracynow
Democracy Now!,-0.013,Thu Apr 26 16:20:12 +0000 2018,12,0.763,0.127,0.11,14,Supreme Court Appears Set to Uphold Trump’s Travel Ban Targeting Muslim Nations https://t.co/NdjoUnEvG1 https://t.co/rmkKMsN49Z,@democracynow
Democracy Now!,-0.045,Thu Apr 26 16:20:11 +0000 2018,16,0.764,0.133,0.103,10,EPA Chief Scott Pruitt to Face Lawmakers’ Questions About Ethics Scandals https://t.co/8PS0sEbbB9 https://t.co/QZOQoLKGOB,@democracynow
Democracy Now!,0.011,Thu Apr 26 16:17:02 +0000 2018,119,0.747,0.124,0.129,19,Thank you to our amazing Democracy Now! volunteers. We appreciate you! https://t.co/CTzbcPLZkG,@democracynow
Democracy Now!,0.011,Thu Apr 26 15:47:26 +0000 2018,12,0.762,0.117,0.121,6,Listen to the podcast of today’s show on @SoundCloud: https://t.co/FOOESS8v3M,@democracynow
Democracy Now!,0.021,Thu Apr 26 14:25:15 +0000 2018,6,0.767,0.111,0.123,10,Watch today's top U.S. and world headlines: https://t.co/yZgRydIm0o #Okinawa #RonnyJackson #Gaza,@democracynow
Democracy Now!,0.004,Thu Apr 26 13:23:13 +0000 2018,50,0.773,0.111,0.116,54,"Rohingya activist @tunkhin80, back from refugee camp Cox's Bazar in Bangladesh: ""These are victims of genocide… Man… https://t.co/gNoZ3LAvau",@democracynow
Democracy Now!,0.021,Thu Apr 26 12:55:53 +0000 2018,219,0.778,0.105,0.117,133,"""Steny Hoyer and the DCCC are going into primaries, they're saying, 'We'd like to have establishment candidates—fol… https://t.co/enA7qZuui3",@democracynow
Democracy Now!,0.004,Thu Apr 26 12:53:13 +0000 2018,281,0.782,0.107,0.111,196,"Colorado candidate Levi Tillemann (@vote4levi) on the DCCC pressuring progressive Democrats to quit their races: ""W… https://t.co/0G40LAB77z",@democracynow
Democracy Now!,-0.026,Thu Apr 26 12:45:26 +0000 2018,28,0.783,0.111,0.106,32,"""The family separation practice is as horrific as anything I've ever seen,"" says Lee Gelernt. ""They are separating… https://t.co/UU2Ihglr1o",@democracynow
Democracy Now!,-0.025,Thu Apr 26 12:36:38 +0000 2018,30,0.792,0.106,0.102,24,"""The first executive order, people rushed to the airports… The moment we shifted to consular processing, where peop… https://t.co/neIlc2a8na",@democracynow
Democracy Now!,-0.024,Thu Apr 26 12:36:37 +0000 2018,28,0.801,0.102,0.098,33,Happening now at https://t.co/Xup8cdbMh1: @theCCR's @dialash describes the ordeal of thousands of Yemeni-American f… https://t.co/UMYU7sMxoU,@democracynow
Democracy Now!,-0.023,Thu Apr 26 12:29:56 +0000 2018,33,0.797,0.103,0.1,19,".@ACLU attorney Lee Gelernt summarizes the Supreme Court hearing Wednesday on Trump's travel ban: ""Most of the disc… https://t.co/Wdtdlizx7x",@democracynow
Democracy Now!,-0.022,Thu Apr 26 11:46:25 +0000 2018,15,0.805,0.099,0.096,10,Also today: Rohingya activist @tunkhin80 on aid agencies' push to relocate thousands of Rohingya refugees from crow… https://t.co/iRcz39gbFN,@democracynow
Democracy Now!,-0.021,Thu Apr 26 11:46:24 +0000 2018,22,0.812,0.096,0.092,13,Then—@theintercept's @lhfang and Colorado congressional candidate Levi Tillemann (@vote4levi) on the revelations th… https://t.co/g32vwNDVaf,@democracynow
Democracy Now!,-0.035,Thu Apr 26 11:46:24 +0000 2018,21,0.806,0.101,0.094,15,TODAY: The Supreme Court heard arguments Wednesday over Trump's travel ban. We get an update from @ACLU attorney Le… https://t.co/aRSz0sFD4g,@democracynow
Democracy Now!,-0.02,Thu Apr 26 11:10:10 +0000 2018,68,0.808,0.097,0.094,58,"""This is a man who was very prominent in the press, in the local community, speaking out against the Memphis Police… https://t.co/rdVxqICGc3",@democracynow
Democracy Now!,-0.02,Thu Apr 26 10:25:07 +0000 2018,21,0.815,0.094,0.091,26,CFPB Interim Head Mike Mulvaney to Bankers: I Only Met with Lobbyists Who Gave Me Money https://t.co/LTy0jbzdD1,@democracynow
Democracy Now!,-0.013,Thu Apr 26 09:30:23 +0000 2018,22,0.811,0.095,0.094,32,"Siwatu-Salama Ra, an environmental and racial justice activist from Detroit, was unjustly prosecuted and imprisoned… https://t.co/lVW8FDlzUZ",@democracynow
